Stock,yr,bbmsy,ffmsy,bbmsy.effEdepP,ffmsy.effEdepP
Citharus.linguatula,2001,1.47077347981556,0.132138861884267,1.47077347981556,0.132138861884267
Citharus.linguatula,2002,1.44880310688997,0.178856908656212,1.44880310688997,0.178856908656212
Citharus.linguatula,2003,1.60328890143593,0.237945048283806,1.60328890143593,0.237945048283806
Citharus.linguatula,2004,1.72543966698709,0.283675430573312,1.72543966698709,0.283675430573312
Citharus.linguatula,2005,1.43725160171287,0.255417096010282,1.43725160171287,0.255417096010282
Citharus.linguatula,2006,0.971685592257233,0.192601725129963,0.971685592257233,0.192601725129963
Citharus.linguatula,2007,0.949236330821996,0.22748852291036,0.949236330821996,0.22748852291036
Citharus.linguatula,2008,1.13227863890073,0.32421227225661,1.13227863890073,0.32421227225661
Citharus.linguatula,2009,0.754894600671938,0.486291238563462,0.754894600671938,0.486291238563462
Citharus.linguatula,2010,0.18657635663517,0.0771588907569152,0.18657635663517,0.0771588907569152
Citharus.linguatula,2011,0.222517758564675,0.161740177641284,0.222517758564675,0.161740177641284
Citharus.linguatula,2012,0.42097904867003,0.20517920924925,0.42097904867003,0.20517920924925
Citharus.linguatula,2013,0.878424345592658,0.335963487611826,0.878424345592658,0.335963487611826
Citharus.linguatula,2014,1.13029739043431,0.18467914745129,1.13029739043431,0.18467914745129
Citharus.linguatula,2015,2.22907303015443,0.548955590327749,2.22907303015443,0.548955590327749
Citharus.linguatula,2016,1.42124792728742,1.235755551196,1.42124792728742,1.235755551196
Citharus.linguatula,2017,0.807599480339277,0.864546369692242,0.807599480339277,0.864546369692242
Citharus.linguatula,2018,0.594726114927031,2.02121284722871,0.594726114927031,2.02121284722871
Scophthalmus.rhombus,1997,1.3740596816175,0.143500959664303,1.3740596816175,0.143500959664303
Scophthalmus.rhombus,1998,1.14958901981455,0.188673314988639,1.14958901981455,0.188673314988639
Scophthalmus.rhombus,1999,1.18660536554448,0.199404676911429,1.18660536554448,0.199404676911429
Scophthalmus.rhombus,2000,1.30552264738745,0.196344772988457,1.30552264738745,0.196344772988457
Scophthalmus.rhombus,2001,1.29784822266691,0.197505797176999,1.29784822266691,0.197505797176999
Scophthalmus.rhombus,2002,1.45322899555323,0.203524926441212,1.45322899555323,0.203524926441212
Scophthalmus.rhombus,2003,1.46468072033514,0.181740285295131,1.46468072033514,0.181740285295131
Scophthalmus.rhombus,2004,2.09663999891219,0.277433276575283,2.09663999891219,0.277433276575283
